,Open_time,Open,High,Low,Close,Volume,quote_av,trades,tb_base_av,tb_quote_av,Symbol,range,range_shift1,target,Year,Month,Day,ror,enter_price,enter_time,exit_price,exit_time
0,2021-06-01 09:00:00,37253.82,37894.81,35666.0,36693.09,81234.66377,2973928300.375587,1760417,40291.834851,1475008291.2336473,BTCUSDT,1337.2859999999985,,,2021,6,1,,,,,
1,2021-06-02 09:00:00,36694.85,38225.0,35920.0,37568.68,67587.372495,2523462575.6884375,1530915,34328.496287,1281854474.9120827,BTCUSDT,1383.0,1337.2859999999985,38032.136,2021,6,2,0.9936141898524973,38032.136,2021-06-02 23:37:00,37789.27,2021-06-02 23:50:00
2,2021-06-03 09:00:00,37568.68,39476.0,37170.0,39246.79,75889.106011,2930945325.709207,1949658,38664.297849,1493504667.613802,BTCUSDT,1383.6,1383.0,38951.68,2021,6,3,0.9897026264335711,38951.68,2021-06-03 15:41:00,38550.58,2021-06-03 23:50:00
3,2021-06-04 09:00:00,39246.78,39289.07,35555.15,36829.0,91317.799245,3379399754.9305224,1926311,43105.97173,1595098152.9668267,BTCUSDT,2240.351999999999,1383.6,40630.38,2021,6,4,1.0,0.0,,0.0,
4,2021-06-05 09:00:00,36829.15,37925.0,34800.0,35513.2,70459.62149,2560547116.8364058,1463754,34397.77436,1249708171.2723916,BTCUSDT,1875.0,2240.351999999999,39069.502,2021,6,5,1.0,0.0,,0.0,
5,2021-06-06 09:00:00,35516.07,36480.0,35222.0,35796.31,47650.206637,1711857075.0471697,993430,23661.260636,850204250.7625557,BTCUSDT,754.8,1875.0,37391.07,2021,6,6,1.0,0.0,,0.0,
6,2021-06-07 09:00:00,35796.31,36900.0,33300.0,33552.79,77574.952573,2755673601.713914,1532260,36431.560586,1295757611.708646,BTCUSDT,2160.0,754.8,36551.11,2021,6,7,0.9836048754743699,36551.11,2021-06-07 10:46:00,35951.85,2021-06-07 23:50:00
7,2021-06-08 09:00:00,33556.96,34068.01,31000.0,33380.81,123251.189037,4030784324.609684,2074885,60095.990201,1966354847.5691981,BTCUSDT,1840.8060000000012,2160.0,35716.96,2021,6,8,0.8912958997630258,35716.96,2021-06-08 00:00:00,31834.38,2021-06-08 23:50:00
8,2021-06-09 09:00:00,33380.8,37534.79,32396.82,37388.05,136607.597517,4794741674.438823,2601479,68790.289265,2415789675.0859303,BTCUSDT,3082.7820000000006,1840.8060000000012,35221.60600000001,2021,6,9,0.9991304769010247,35221.60600000001,2021-06-09 21:02:00,35190.98,2021-06-09 23:50:00
9,2021-06-10 09:00:00,37388.05,38491.0,35782.0,36675.72,109527.284943,4062957162.3643,2231430,53639.424022,1990486079.2177145,BTCUSDT,1625.3999999999999,3082.7820000000006,40470.832,2021,6,10,1.0,0.0,,0.0,
10,2021-06-11 09:00:00,36677.83,37680.4,35936.77,37331.98,78466.0053,2903043643.310072,1727645,39406.719224,1458619433.2768435,BTCUSDT,1046.1780000000028,1625.3999999999999,38303.23,2021,6,11,1.0,0.0,,0.0,
11,2021-06-12 09:00:00,37331.98,37463.63,34600.36,35546.11,87717.54999,3132387326.5375137,1719650,42571.205313,1520432734.299909,BTCUSDT,1717.961999999998,1046.1780000000028,38378.158,2021,6,12,1.0,0.0,,0.0,
12,2021-06-13 09:00:00,35546.12,39380.0,34757.0,39020.57,86921.025555,3208991521.63768,1894103,45675.273616,1688611358.4117024,BTCUSDT,2773.7999999999997,1717.961999999998,37264.082,2021,6,13,1.0,0.0,,0.0,
13,2021-06-14 09:00:00,39020.56,41064.05,38730.0,40516.29,108522.391949,4320307646.765389,2185089,53645.908744,2135285912.6205053,BTCUSDT,1400.4300000000017,2773.7999999999997,41794.36,2021,6,14,1.0,0.0,,0.0,
14,2021-06-15 09:00:00,40516.28,41330.0,39506.4,40144.04,80679.622838,3247746713.62741,1931890,39428.829726,1587381565.815413,BTCUSDT,1094.1599999999992,1400.4300000000017,41916.71,2021,6,15,1.0,0.0,,0.0,
15,2021-06-16 09:00:00,40143.8,40527.14,38116.01,38349.01,87771.976937,3450556041.6005836,2134897,42137.242251,1657135674.8230214,BTCUSDT,1446.6779999999983,1094.1599999999992,41237.96,2021,6,16,0.9474185919963064,41237.96,2021-06-16 03:01:00,39069.61,2021-06-16 23:50:00
16,2021-06-17 09:00:00,38349.0,39559.88,37365.0,38092.97,79541.307119,3065622530.039886,1620210,37936.812673,1462729677.1158257,BTCUSDT,1316.9279999999983,1446.6779999999983,39795.678,2021,6,17,1.0,0.0,,0.0,
17,2021-06-18 09:00:00,38092.97,38202.84,35129.29,35819.84,95228.042935,3507868126.3062024,1809253,44824.436567,1651613641.3868167,BTCUSDT,1844.1299999999974,1316.9279999999983,39409.898,2021,6,18,1.0,0.0,,0.0,
18,2021-06-19 09:00:00,35820.48,36457.0,34803.52,35483.72,68712.449461,2453817534.777169,1212278,33788.293345,1207082481.7647178,BTCUSDT,992.0880000000019,1844.1299999999974,37664.61,2021,6,19,1.0,0.0,,0.0,
19,2021-06-20 09:00:00,35483.72,36137.72,33336.0,35600.16,89878.17085,3124634336.8407607,1691871,44194.067387,1537385055.4929118,BTCUSDT,1681.0320000000006,992.0880000000019,36475.808000000005,2021,6,20,1.0,0.0,,0.0,
20,2021-06-21 09:00:00,35600.17,35750.0,31251.23,31608.93,168778.873159,5545926077.788067,2688993,81297.469751,2671033140.1889787,BTCUSDT,2699.262,1681.0320000000006,37281.202,2021,6,21,1.0,0.0,,0.0,
21,2021-06-22 09:00:00,31614.12,33298.78,28805.0,32509.56,204208.179762,6406159197.076789,3113977,99149.182266,3115465362.9670815,BTCUSDT,2696.267999999999,2699.262,34313.382,2021,6,22,1.0,0.0,,0.0,
22,2021-06-23 09:00:00,32509.56,34881.0,31683.0,33678.07,126966.100563,4282250433.919445,2026228,63340.033137,2136458765.586804,BTCUSDT,1918.8,2696.267999999999,35205.828,2021,6,23,1.0,0.0,,0.0,
23,2021-06-24 09:00:00,33675.07,35298.0,32286.57,34663.09,86625.80426,2925373222.105977,1531230,43994.708298,1486960778.326773,BTCUSDT,1806.8580000000002,1918.8,35593.87,2021,6,24,1.0,0.0,,0.0,
24,2021-06-25 09:00:00,34663.08,35500.0,31275.0,31584.45,116061.130356,3846120542.6572967,2094932,55656.156252,1846078278.3047829,BTCUSDT,2535.0,1806.8580000000002,36469.938,2021,6,25,1.0,0.0,,0.0,
25,2021-06-26 09:00:00,31576.09,32730.0,30151.0,32283.65,107820.375287,3376415451.793124,1814051,52978.159256,1659918820.240478,BTCUSDT,1547.3999999999999,2535.0,34111.09,2021,6,26,1.0,0.0,,0.0,
26,2021-06-27 09:00:00,32283.65,34749.0,31973.45,34700.34,96613.244211,3199980157.7503333,1799875,48772.52918,1616348030.4826243,BTCUSDT,1665.3299999999995,1547.3999999999999,33831.05,2021,6,27,1.0,0.0,,0.0,
27,2021-06-28 09:00:00,34702.49,35297.71,33862.72,34494.89,82222.267819,2837122779.5244017,1868627,40552.29218,1399861431.1646347,BTCUSDT,860.9939999999988,1665.3299999999995,36367.82,2021,6,28,1.0,0.0,,0.0,
28,2021-06-29 09:00:00,34494.89,36600.0,34225.43,35911.73,90788.79622,3233947791.8633885,1673802,45376.587629,1616093004.8521647,BTCUSDT,1424.7419999999997,860.9939999999988,35355.884,2021,6,29,1.0265609537580789,35355.884,2021-06-29 15:55:00,36294.97,2021-06-29 23:50:00
29,2021-06-30 09:00:00,35911.72,36100.0,34017.55,35045.0,77152.197634,2688939291.095673,1301036,37035.769674,1290873346.2241623,BTCUSDT,1249.4699999999982,1424.7419999999997,37336.462,2021,6,30,1.0,0.0,,0.0,
30,2021-07-01 09:00:00,35045.0,35057.57,32711.0,33504.69,71708.266112,2410809595.390457,1240681,34986.055016,1176002216.565681,BTCUSDT,1407.9419999999998,1249.4699999999982,36294.47,2021,7,1,,,,,
31,2021-07-02 09:00:00,33502.33,33977.04,32699.0,33786.55,56172.181378,1870193042.393537,1176457,27271.658005,908203511.3411496,BTCUSDT,766.8240000000005,1407.9419999999998,34910.272000000004,2021,7,2,1.0,0.0,,0.0,
32,2021-07-03 09:00:00,33786.54,34945.61,33316.73,34669.13,43044.578641,1478423023.503483,1078278,21331.875045,732586226.4725718,BTCUSDT,977.3279999999984,766.8240000000005,34553.364,2021,7,3,1.0020598862675136,34553.364,2021-07-03 16:55:00,34624.54,2021-07-03 23:50:00
33,2021-07-04 09:00:00,34669.12,35967.85,34357.15,35286.51,43703.475789,1544458212.3926332,1164970,21180.335069,748187394.2395809,BTCUSDT,966.4199999999983,977.3279999999984,35646.448000000004,2021,7,4,0.9941804019295274,35646.448000000004,2021-07-04 16:53:00,35439.0,2021-07-04 23:50:00
34,2021-07-05 09:00:00,35288.13,35293.78,33125.55,33690.14,64123.874245,2183406257.4938293,1109367,31489.855372,1071967415.425311,BTCUSDT,1300.9379999999976,966.4199999999983,36254.549999999996,2021,7,5,1.0,0.0,,0.0,
35,2021-07-06 09:00:00,33690.15,35118.88,33532.0,34220.01,58210.596349,1991691100.9482658,1184687,27801.954493,951269024.0379497,BTCUSDT,952.1279999999983,1300.9379999999976,34991.087999999996,2021,7,6,0.9766003846465134,34991.087999999996,2021-07-06 17:58:00,34172.31,2021-07-06 23:50:00
36,2021-07-07 09:00:00,34220.02,35059.09,33777.77,33862.12,53807.521675,1857658028.480804,1041416,27294.923927,941984587.9756222,BTCUSDT,768.7919999999998,952.1279999999983,35172.147999999994,2021,7,7,1.0,0.0,,0.0,
37,2021-07-08 09:00:00,33862.11,33929.64,32077.0,32875.71,70136.48032,2304973020.298715,1257892,35104.655225,1152928339.821843,BTCUSDT,1111.5839999999996,768.7919999999998,34630.902,2021,7,8,0.94222322017486,34630.902,2021-07-08 00:00:00,32630.04,2021-07-08 23:50:00
38,2021-07-09 09:00:00,32875.71,34100.0,32261.07,33815.81,47153.939899,1562958239.3913763,1236351,23660.068601,784288611.1325287,BTCUSDT,1103.3580000000002,1111.5839999999996,33987.294,2021,7,9,1.0,0.0,,0.0,
39,2021-07-10 09:00:00,33815.81,34262.0,33004.78,33502.87,34761.175468,1171790111.0829954,865508,17012.759197,573638406.5470238,BTCUSDT,754.3320000000007,1103.3580000000002,34919.168,2021,7,10,1.0,0.0,,0.0,
40,2021-07-11 09:00:00,33502.87,34666.0,33306.47,34258.99,31572.647448,1070033013.1920449,952891,16434.537508,557336788.6966077,BTCUSDT,815.7179999999993,754.3320000000007,34257.202000000005,2021,7,11,1.0,0.0,,0.0,
41,2021-07-12 09:00:00,34259.0,34678.43,32658.34,33086.63,48181.403762,1620646741.3349633,1176847,22602.907306,759877911.0350466,BTCUSDT,1212.054,815.7179999999993,35074.718,2021,7,12,1.0,0.0,,0.0,
42,2021-07-13 09:00:00,33086.94,33340.0,32202.25,32729.77,41126.361008,1348583017.010343,956053,19588.278507,642576716.6041436,BTCUSDT,682.65,1212.054,34298.994000000006,2021,7,13,1.0,0.0,,0.0,
43,2021-07-14 09:00:00,32729.12,33114.03,31550.0,32820.02,46777.823484,1515692074.9875476,1123129,22516.485719,730009068.0708964,BTCUSDT,938.4179999999992,682.65,33411.77,2021,7,14,1.0,0.0,,0.0,
44,2021-07-15 09:00:00,32820.03,33185.25,31133.0,31880.0,51639.576353,1652077965.43656,1099367,24866.405787,795831015.696149,BTCUSDT,1231.35,938.4179999999992,33758.448,2021,7,15,1.0,0.0,,0.0,
45,2021-07-16 09:00:00,31874.49,32249.18,31020.0,31383.87,48499.864154,1538342711.5796566,1067591,23963.744568,760274744.5520707,BTCUSDT,737.5080000000002,1231.35,33105.840000000004,2021,7,16,1.0,0.0,,0.0,
46,2021-07-17 09:00:00,31383.86,31955.92,31164.31,31520.07,34012.242132,1072815966.3363075,883442,16649.051308,525240023.82137984,BTCUSDT,474.96599999999813,737.5080000000002,32121.368000000002,2021,7,17,0.9856619431650607,32121.368000000002,2021-07-17 00:45:00,31660.81,2021-07-17 23:50:00
47,2021-07-18 09:00:00,31520.07,32435.0,31108.97,31778.56,35923.716186,1140964365.6466014,760979,17554.182653,557709781.1191803,BTCUSDT,795.6179999999993,474.96599999999813,31995.035999999996,2021,7,18,0.979010306473792,31995.035999999996,2021-07-18 09:55:00,31323.47,2021-07-18 23:50:00
48,2021-07-19 09:00:00,31778.57,31899.0,30407.44,30839.65,47340.468499,1470563281.936503,846029,22709.510045,705480091.1446748,BTCUSDT,894.9360000000007,795.6179999999993,32574.188,2021,7,19,1.0,0.0,,0.0,
49,2021-07-20 09:00:00,30839.65,31063.07,29278.0,29790.35,61034.049017,1821230700.020391,1062139,28424.82505,847855259.1399382,BTCUSDT,1071.0419999999997,894.9360000000007,31734.586000000003,2021,7,20,1.0,0.0,,0.0,
50,2021-07-21 09:00:00,29790.34,32858.0,29482.61,32144.51,82796.265128,2603140706.0822244,1415058,42584.672219,1338356405.5419319,BTCUSDT,2025.2339999999995,1071.0419999999997,30861.382,2021,7,21,1.0304810717809072,30861.382,2021-07-21 14:39:00,31802.07,2021-07-21 23:50:00
51,2021-07-22 09:00:00,32144.51,32591.35,31708.0,32287.83,46148.092433,1482763544.9505365,1000742,23274.512805,747848528.8767201,BTCUSDT,530.0099999999991,2025.2339999999995,34169.744,2021,7,22,1.0,0.0,,0.0,
52,2021-07-23 09:00:00,32287.58,33650.0,31924.32,33634.09,50112.863626,1631947003.0730467,1394786,25018.977079,815391041.1933738,BTCUSDT,1035.4080000000001,530.0099999999991,32817.590000000004,2021,7,23,0.989530309812512,32817.590000000004,2021-07-23 14:34:00,32474.0,2021-07-23 23:50:00
53,2021-07-24 09:00:00,33634.1,34500.0,33401.14,34258.14,47977.550138,1625046258.4365523,1196914,23937.617814,810983258.0424594,BTCUSDT,659.3160000000004,1035.4080000000001,34669.508,2021,7,24,1.0,0.0,,0.0,
54,2021-07-25 09:00:00,34261.51,35398.0,33851.12,35381.02,47852.928313,1646935552.8055446,1245775,24632.1493,848320775.42419,BTCUSDT,928.1279999999983,659.3160000000004,34920.826,2021,7,25,1.0,0.0,,0.0,
55,2021-07-26 09:00:00,35381.02,40550.0,35205.78,37237.6,152452.512724,5832475057.065677,3330102,77191.346075,2953296773.15355,BTCUSDT,3206.5320000000006,928.1279999999983,36309.147999999994,2021,7,26,1.033486106586693,36309.147999999994,2021-07-26 09:54:00,37525.0,2021-07-26 10:01:00
56,2021-07-27 09:00:00,37241.33,39542.61,36383.0,39457.87,88397.267015,3335658261.995547,1938478,45137.303439,1703810516.3378596,BTCUSDT,1895.7660000000003,3206.5320000000006,40447.862,2021,7,27,0.9409374962760703,40447.862,2021-07-27 04:22:00,38058.91,2021-07-27 23:50:00
57,2021-07-28 09:00:00,39456.61,40900.0,38772.0,40019.56,101344.528441,4040889461.6615276,2631048,49019.136276,1954994215.0046122,BTCUSDT,1276.8,1895.7660000000003,41352.376000000004,2021,7,28,1.0,0.0,,0.0,
58,2021-07-29 09:00:00,40019.57,40640.0,39200.0,40016.48,53998.439283,2154190697.3453183,1428738,26700.926244,1065505374.5052506,BTCUSDT,864.0,1276.8,41296.37,2021,7,29,1.0,0.0,,0.0,
59,2021-07-30 09:00:00,40018.49,42316.71,38313.23,42206.37,73602.784805,2939833541.3815365,1797012,37730.426862,1509172746.2039788,BTCUSDT,2402.0879999999975,864.0,40882.49,2021,7,30,1.0,0.0,,0.0,
60,2021-07-31 09:00:00,42206.36,42448.0,41000.15,41461.83,44849.791012,1868285510.8846788,1565380,22844.24505,951887855.6214969,BTCUSDT,868.7099999999991,2402.0879999999975,44608.448,2021,7,31,1.0,0.0,,0.0,
61,2021-08-01 09:00:00,41461.84,42599.0,39422.01,39845.44,53953.186326,2227567271.4878654,1603964,25796.753795,1066579608.8398235,BTCUSDT,1906.1939999999986,868.7099999999991,42330.549999999996,2021,8,1,,,,,
62,2021-08-02 09:00:00,39850.27,40480.01,38690.0,39147.82,50837.351954,2010928003.5944088,1162878,24558.005343,971596720.9467593,BTCUSDT,1074.0060000000012,1906.1939999999986,41756.46399999999,2021,8,2,1.0,0.0,,0.0,
63,2021-08-03 09:00:00,39146.86,39780.0,37642.03,38207.05,57117.435853,2195360658.567329,1379871,27683.466598,1064118781.8498573,BTCUSDT,1282.7820000000006,1074.0060000000012,40220.866,2021,8,3,1.0,0.0,,0.0,
64,2021-08-04 09:00:00,38207.04,39969.66,37508.56,39723.18,52329.35243,2028792778.1848047,1220555,26804.211169,1039347051.5555266,BTCUSDT,1476.6600000000035,1282.7820000000006,39489.822,2021,8,4,1.0,0.0,,0.0,
65,2021-08-05 09:00:00,39723.17,41350.0,37332.7,40862.46,84343.755621,3314527738.339733,1913281,41673.129081,1638359889.802016,BTCUSDT,2410.3800000000015,1476.6600000000035,41199.83,2021,8,5,1.0,0.0,,0.0,
66,2021-08-06 09:00:00,40862.46,43392.43,39853.86,42836.87,75753.941347,3148022459.9161587,2223356,38278.004758,1591634314.1008012,BTCUSDT,2123.142,2410.3800000000015,43272.840000000004,2021,8,6,1.0,0.0,,0.0,
67,2021-08-07 09:00:00,42836.87,44700.0,42446.41,44572.54,73396.740808,3197407326.036793,2258213,37355.623845,1627865923.8789735,BTCUSDT,1352.153999999998,2123.142,44960.012,2021,8,7,1.0,0.0,,0.0,
68,2021-08-08 09:00:00,44572.54,45310.0,43261.0,43794.37,69329.092698,3074924734.87934,1857112,34099.15066,1512451140.3989158,BTCUSDT,1229.3999999999999,1352.153999999998,45924.693999999996,2021,8,8,1.0,0.0,,0.0,
69,2021-08-09 09:00:00,43794.36,46454.15,42779.0,46253.4,74587.884845,3362870286.258118,2130595,38464.60543,1735618666.8181322,BTCUSDT,2205.0900000000006,1229.3999999999999,45023.76,2021,8,9,1.0135523998884144,45023.76,2021-08-09 19:03:00,45633.94,2021-08-09 23:50:00
70,2021-08-10 09:00:00,46248.87,46700.0,44589.46,45584.99,53814.643421,2452485823.9336543,1951330,26592.369314,1212338434.7318356,BTCUSDT,1266.3240000000005,2205.0900000000006,48453.96000000001,2021,8,10,1.0,0.0,,0.0,
71,2021-08-11 09:00:00,45585.0,46743.47,45341.14,45511.0,52734.901977,2432788769.8326964,1862925,27064.393843,1248929298.8285875,BTCUSDT,841.398000000001,1266.3240000000005,46851.324,2021,8,11,1.0,0.0,,0.0,
72,2021-08-12 09:00:00,45510.67,46218.12,43770.0,44399.0,55266.108781,2478758524.8641763,1623329,26765.08804,1200329050.573911,BTCUSDT,1468.8720000000014,841.398000000001,46352.068,2021,8,12,0.9516457820177516,46352.068,2021-08-12 00:00:00,44110.75,2021-08-12 23:50:00
73,2021-08-13 09:00:00,44400.06,47886.0,44217.39,47800.0,48239.370431,2239435701.1177917,1804716,25367.988236,1177391788.09299,BTCUSDT,2201.166,1468.8720000000014,45868.932,2021,8,13,1.0140587097166334,45868.932,2021-08-13 15:43:00,46513.79,2021-08-13 23:50:00
74,2021-08-14 09:00:00,47799.99,48144.0,45971.03,47068.51,46114.359022,2166461458.668249,1849556,22999.528519,1080741765.6874592,BTCUSDT,1303.7820000000006,2201.166,50001.155999999995,2021,8,14,1.0,0.0,,0.0,
75,2021-08-15 09:00:00,47068.5,47372.27,45500.0,46973.82,42110.711334,1950753713.2121248,1580122,21129.919776,979120004.2028339,BTCUSDT,1123.361999999998,1303.7820000000006,48372.282,2021,8,15,1.0,0.0,,0.0,
76,2021-08-16 09:00:00,46973.82,48053.83,45660.0,45901.29,52480.574014,2462127629.6090236,1655378,25847.872438,1213162181.6654189,BTCUSDT,1436.298000000001,1123.361999999998,48097.182,2021,8,16,1.0,0.0,,0.0,
77,2021-08-17 09:00:00,45901.3,47160.0,44376.0,44695.95,57039.341629,2616339597.9157424,1781303,27320.261808,1253906922.5820968,BTCUSDT,1670.3999999999999,1436.298000000001,47337.598000000005,2021,8,17,1.0,0.0,,0.0,
78,2021-08-18 09:00:00,44695.95,46000.0,44203.28,44705.29,54099.415985,2439673265.947117,1656723,28538.223727,1286718404.7064972,BTCUSDT,1078.0320000000006,1670.3999999999999,46366.35,2021,8,18,1.0,0.0,,0.0,
79,2021-08-19 09:00:00,44699.37,47033.0,43927.7,46760.62,53411.75392,2416320067.133769,1774382,27193.50515,1230827552.4101412,BTCUSDT,1863.1800000000017,1078.0320000000006,45777.402,2021,8,19,0.9900745350293142,45777.402,2021-08-19 00:47:00,45323.04,2021-08-19 23:50:00
80,2021-08-20 09:00:00,46760.62,49382.99,46622.99,49322.47,56850.352228,2721131744.2778172,1950404,29725.885112,1422944576.3472955,BTCUSDT,1656.0,1863.1800000000017,48623.8,2021,8,20,1.0,0.0,,0.0,
81,2021-08-21 09:00:00,49322.47,49757.04,48222.0,48821.87,46745.136584,2290966131.376161,2069725,23119.673786,1133342367.7445276,BTCUSDT,921.0240000000005,1656.0,50978.47,2021,8,21,1.0,0.0,,0.0,
82,2021-08-22 09:00:00,48821.88,49500.0,48050.0,49239.22,37007.887795,1807169840.1691713,1610192,18587.877552,907708162.1109709,BTCUSDT,870.0,921.0240000000005,49742.903999999995,2021,8,22,0.9742091052826349,49742.903999999995,2021-08-22 02:52:00,48459.99,2021-08-22 23:50:00
83,2021-08-23 09:00:00,49239.22,50500.0,49029.0,49488.85,52462.541954,2616721363.685172,2143309,26218.97512,1307817635.390983,BTCUSDT,882.6,870.0,50109.22,2021,8,23,0.9939965140147861,50109.22,2021-08-23 11:51:00,49808.39,2021-08-23 23:50:00
84,2021-08-24 09:00:00,49488.85,49860.0,47600.0,47674.01,51014.594748,2486079315.5644236,1692896,24702.923443,1203899649.6998262,BTCUSDT,1356.0,882.6,50371.45,2021,8,24,1.0,0.0,,0.0,
85,2021-08-25 09:00:00,47674.01,49264.3,47126.28,48973.32,44655.830342,2149442271.5264206,1559186,21796.877672,1049712097.3482182,BTCUSDT,1282.8120000000024,1356.0,49030.01,2021,8,25,1.0,0.0,,0.0,
86,2021-08-26 09:00:00,48973.32,49352.84,46250.0,46843.87,49371.277774,2333900030.229628,1532753,23686.563496,1120008931.619874,BTCUSDT,1861.703999999998,1282.8120000000024,50256.132000000005,2021,8,26,1.0,0.0,,0.0,
87,2021-08-27 09:00:00,46843.86,49149.93,46348.0,49069.9,42068.104965,2007071230.219995,1320503,21727.05079,1036769755.559603,BTCUSDT,1681.1580000000001,1861.703999999998,48705.564,2021,8,27,1.0,0.0,,0.0,
88,2021-08-28 09:00:00,49069.9,49299.0,48346.88,48895.35,26681.063786,1303966035.7705495,793012,13895.763677,679193791.5995204,BTCUSDT,571.2720000000015,1681.1580000000001,50751.058000000005,2021,8,28,1.0,0.0,,0.0,
89,2021-08-29 09:00:00,48895.35,49632.27,47762.54,48767.83,32652.283473,1588661416.3603797,1193046,16157.043096,786599088.6916698,BTCUSDT,1121.8379999999975,571.2720000000015,49466.622,2021,8,29,0.9776000067277688,49466.622,2021-08-29 09:51:00,48358.57,2021-08-29 23:50:00
90,2021-08-30 09:00:00,48767.84,48888.61,46853.0,46982.91,40288.35083,1932344430.923926,1204012,19637.84056,942218565.0215595,BTCUSDT,1221.3660000000002,1121.8379999999975,49889.67799999999,2021,8,30,1.0,0.0,,0.0,
91,2021-08-31 09:00:00,46982.91,48246.11,46700.0,47100.89,48645.52737,2303799571.3822727,1300400,24426.21235,1156878830.6908386,BTCUSDT,927.6660000000003,1221.3660000000002,48204.276000000005,2021,8,31,0.9856965801125194,48204.276000000005,2021-08-31 02:56:00,47514.79,2021-08-31 23:50:00
92,2021-09-01 09:00:00,47100.89,49156.0,46512.0,48810.52,49904.65528,2386074445.415852,1280384,25102.36864,1200480555.049387,BTCUSDT,1586.3999999999999,927.6660000000003,48028.556,2021,9,1,,,,,
93,2021-09-02 09:00:00,48810.51,50450.13,48584.06,49246.64,54410.770538,2704192314.674689,1549849,28351.807225,1409412062.219681,BTCUSDT,1119.6419999999998,1586.3999999999999,50396.91,2021,9,2,0.9863249552403114,50396.91,2021-09-02 16:28:00,49707.73,2021-09-02 23:50:00
94,2021-09-03 09:00:00,49246.63,51000.0,48316.84,49999.14,59025.644157,2949574478.071738,1645163,29625.443383,1481238133.394633,BTCUSDT,1609.896000000002,1119.6419999999998,50366.272,2021,9,3,1.0022528568324454,50366.272,2021-09-03 19:42:00,50479.74,2021-09-03 23:50:00
95,2021-09-04 09:00:00,49998.0,50535.69,49370.0,49915.64,34664.65959,1733527136.4442587,1225830,16739.70385,837225473.735276,BTCUSDT,699.4140000000014,1609.896000000002,51607.896,2021,9,4,1.0,0.0,,0.0,
96,2021-09-05 09:00:00,49917.54,51900.0,49450.0,51756.88,40544.835873,2049212025.844659,1417660,21557.235864,1090239906.6856637,BTCUSDT,1470.0,699.4140000000014,50616.954000000005,2021,9,5,1.0,0.0,,0.0,
97,2021-09-06 09:00:00,51756.88,52780.0,50969.33,52663.9,49249.667081,2549290983.0568776,1678015,24620.352525,1274643403.547947,BTCUSDT,1086.401999999999,1470.0,53226.88,2021,9,6,1.0,0.0,,0.0,
98,2021-09-07 09:00:00,52666.2,52920.0,42843.05,46863.73,123048.802719,6004105772.870442,3321711,57935.601976,2832268574.038726,BTCUSDT,6046.169999999998,1086.401999999999,53752.602,2021,9,7,1.0,0.0,,0.0,
99,2021-09-08 09:00:00,46868.57,47340.99,44412.02,46048.31,65069.3152,3000605793.9389606,1796101,31796.7476,1466544608.2678735,BTCUSDT,1757.3820000000007,6046.169999999998,52914.74,2021,9,8,1.0,0.0,,0.0,
100,2021-09-09 09:00:00,46048.31,47399.97,45513.08,46395.14,50651.66002,2351862983.5182414,1567586,24183.38803,1122994690.9093316,BTCUSDT,1132.1339999999996,1757.3820000000007,47805.691999999995,2021,9,9,1.0,0.0,,0.0,
101,2021-09-10 09:00:00,46395.14,47033.0,44132.29,44850.91,49048.26618,2243698626.0395164,1569941,24358.59799,1114490733.8792434,BTCUSDT,1740.4259999999995,1132.1339999999996,47527.274,2021,9,10,1.0,0.0,,0.0,
